estu_genero,estu_depto_reside,fami_estratovivienda,punt_lectura_critica,punt_matematicas,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global
M,BOGOTA,Estrato 5,77,74,67,63,91,359
F,BOGOTA,-,71,67,64,65,81,339
M,CUNDINAMARCA,Estrato 3,57,71,64,55,69,312
F,BOGOTA,Estrato 4,69,65,68,64,81,338
M,VALLE,Estrato 3,51,61,54,48,47,265
M,VALLE,Estrato 2,55,59,55,55,60,282
M,BOGOTA,Estrato 4,73,81,80,83,85,398
M,CUNDINAMARCA,Estrato 6,41,27,32,43,55,186
M,VALLE,Estrato 2,67,60,64,65,71,323
F,VALLE,Estrato 2,65,60,75,59,47,317
F,VALLE,Estrato 3,45,47,50,46,37,231
M,VALLE,-,62,63,60,59,60,305
F,NARIÑO,Estrato 3,62,67,69,60,78,328
M,VALLE,Estrato 4,62,79,66,64,75,342
M,ATLANTICO,Estrato 6,69,60,64,64,92,332
M,BOGOTA,Estrato 6,68,75,69,75,83,363
M,ATLANTICO,Estrato 5,69,63,78,65,76,347
M,VALLE,Estrato 3,53,43,51,52,44,247
F,BOGOTA,Estrato 6,65,65,67,61,88,332
M,BOGOTA,Estrato 6,59,62,70,63,84,325
F,BOGOTA,Estrato 3,73,72,68,69,83,357
F,BOGOTA,Estrato 5,56,57,59,68,76,306
M,VALLE,Estrato 3,55,57,53,50,38,263
M,CAUCA,Estrato 2,41,36,53,41,49,216
F,VALLE,Estrato 5,66,59,60,64,70,314
M,BOGOTA,Estrato 3,54,67,64,55,56,298
M,NARIÑO,Estrato 5,79,100,77,82,90,425
M,VALLE,Estrato 3,56,61,70,61,59,309
M,BOGOTA,Estrato 5,80,82,81,80,91,408
M,VALLE,Estrato 3,49,52,50,42,61,246
M,VALLE,Estrato 4,49,53,53,49,50,255
F,VALLE,Estrato 1,52,44,44,48,44,234
F,NARIÑO,Estrato 3,61,58,62,60,65,303
F,BOGOTA,-,73,83,74,77,87,388
F,VALLE,Estrato 4,58,60,66,66,75,317
M,VALLE,Estrato 4,66,66,67,70,77,340
F,VALLE,Estrato 3,59,61,65,76,57,323
M,VALLE,Estrato 3,61,64,67,71,71,331
M,BOGOTA,Estrato 4,74,74,79,67,93,375
M,LA GUAJIRA,Sin Estrato,57,71,64,57,68,313
F,CAUCA,Estrato 4,39,52,46,47,52,232
M,VALLE,Estrato 4,56,52,47,48,50,253
F,NARIÑO,Estrato 3,63,72,68,62,71,333
F,VALLE,Estrato 5,71,66,78,82,92,378
M,VALLE,Estrato 3,61,43,49,59,32,257
M,VALLE,Estrato 3,65,63,56,54,65,300
F,ANTIOQUIA,Estrato 6,65,75,64,68,100,352
M,VALLE,Estrato 5,46,47,53,53,58,252
M,BOGOTA,Estrato 4,66,64,63,64,80,327
F,VALLE,Estrato 3,56,62,57,64,75,305
F,ANTIOQUIA,Estrato 5,85,81,75,83,100,412
F,ATLANTICO,Estrato 4,69,66,76,68,88,356
M,BOGOTA,Estrato 5,75,82,71,64,91,372
F,VALLE,Estrato 3,47,43,60,52,49,252
M,ANTIOQUIA,Estrato 6,64,73,64,69,89,346
M,ATLANTICO,Estrato 6,70,78,76,69,82,370
F,VALLE,Estrato 4,64,55,59,54,81,299
M,ATLANTICO,Estrato 6,58,66,57,56,74,302
M,VALLE,Estrato 3,66,66,64,66,45,320
M,BOGOTA,Estrato 6,76,73,80,73,86,382
F,VALLE,Estrato 3,58,58,58,54,54,284
F,ANTIOQUIA,Estrato 6,62,74,65,50,93,325
F,VALLE,Estrato 3,61,59,71,72,81,335
F,NARIÑO,Estrato 3,64,63,67,69,70,330
F,BOGOTA,Estrato 6,59,59,57,56,89,301
M,VALLE,Estrato 3,100,76,76,77,75,408
F,BOGOTA,Estrato 6,69,70,78,75,92,372
M,VALLE,Estrato 6,78,62,61,69,65,337
F,BOLIVAR,Sin Estrato,74,76,79,76,80,383
F,VALLE,Estrato 4,55,52,65,61,67,295
F,VALLE,Estrato 3,60,60,64,68,60,314
F,ATLANTICO,Estrato 5,61,64,74,73,100,352
M,VALLE,Estrato 3,49,47,49,51,49,245
F,VALLE,Estrato 1,60,51,58,57,60,284
M,NARIÑO,Estrato 4,63,71,69,66,68,337
M,VALLE,Estrato 6,61,61,76,71,83,342
F,CAUCA,Estrato 2,57,58,60,55,59,288
M,VALLE,Estrato 3,50,53,41,48,51,241
M,ATLANTICO,Estrato 6,66,74,72,78,86,368
F,VALLE,Estrato 3,62,58,60,65,70,310
M,VALLE,Estrato 2,68,65,67,65,68,332
F,BOGOTA,Estrato 5,69,64,72,71,83,350
F,VALLE,Estrato 3,59,55,52,61,56,283
M,VALLE,Estrato 3,74,63,69,66,69,340
F,BOGOTA,Estrato 4,65,61,65,66,79,327
M,CAUCA,Estrato 6,68,77,70,71,74,358
F,BOGOTA,Estrato 5,62,64,71,64,79,332
F,VALLE,Estrato 5,59,57,63,56,64,296
M,VALLE,Estrato 4,64,63,62,67,54,316
F,CAUCA,Estrato 1,56,55,54,48,53,266
F,VALLE,Estrato 5,66,71,67,70,70,343
F,CAUCA,Estrato 3,47,56,58,60,55,276
M,CAUCA,Estrato 3,78,100,82,80,79,423
F,VALLE,Estrato 5,62,73,61,55,77,319
F,VALLE,Estrato 4,70,61,67,65,72,331
F,VALLE,Estrato 3,52,46,51,50,57,252
M,VALLE,Estrato 6,69,72,78,100,80,399
F,VALLE,Estrato 2,60,67,59,60,65,309
M,BOGOTA,Estrato 4,69,77,73,71,78,365
M,BOGOTA,Estrato 4,75,78,84,76,83,393
F,VALLE,Estrato 3,55,53,51,48,55,260
M,VALLE,Estrato 3,60,59,61,57,59,296
M,BOGOTA,Estrato 4,71,81,81,79,87,393
F,BOGOTA,Estrato 6,55,60,53,53,93,291
F,VALLE,Estrato 3,61,46,51,61,57,275
M,CALDAS,Estrato 3,68,75,72,67,92,361
F,CUNDINAMARCA,Estrato 4,46,32,46,43,62,217
F,VALLE,Estrato 2,35,35,46,43,28,194
M,VALLE,Estrato 5,60,74,56,57,62,309
F,CUNDINAMARCA,Estrato 6,55,60,58,57,73,293
M,BOGOTA,Estrato 3,76,86,79,73,83,394
M,VALLE,Estrato 2,58,61,62,65,63,308
M,VALLE,Estrato 3,49,49,52,47,55,248
F,VALLE,Estrato 3,55,53,53,52,35,259
F,VALLE,Estrato 3,57,61,60,58,57,294
M,VALLE,Estrato 3,43,45,49,47,49,231
F,VALLE,Estrato 3,62,72,80,76,81,366
F,VALLE,Estrato 4,45,39,47,50,58,231
F,BOGOTA,Estrato 4,62,70,75,63,87,345
M,VALLE,Estrato 3,55,46,56,63,50,273
M,ATLANTICO,Estrato 3,60,72,56,61,77,317
F,VALLE,Estrato 6,70,69,70,70,72,350
F,BOGOTA,Estrato 5,61,63,62,74,80,331
F,ATLANTICO,Estrato 6,53,54,49,56,70,272
M,VALLE,Estrato 3,51,57,48,49,44,253
F,BOLIVAR,Estrato 5,68,72,64,73,77,349
M,BOLIVAR,Estrato 6,70,78,78,80,83,385
M,CAUCA,Estrato 1,61,69,64,64,60,321
F,BOGOTA,Estrato 5,76,82,74,70,100,387
F,CAUCA,Estrato 3,43,42,43,46,51,220
F,VALLE,Estrato 2,57,63,65,62,50,304
F,VALLE,Estrato 3,59,56,58,40,48,264
F,BOGOTA,Estrato 4,74,67,68,69,82,352
M,VALLE,Estrato 6,69,69,71,64,79,345
F,CAUCA,Estrato 1,79,64,67,74,79,358
F,VALLE,Estrato 3,68,71,73,75,87,365
F,VALLE,Estrato 5,67,69,59,69,74,333
M,VALLE,Estrato 3,53,58,61,54,57,283
M,BOGOTA,Estrato 6,69,75,65,67,89,353
F,VALLE,Estrato 5,54,50,49,55,47,258
M,ATLANTICO,Estrato 4,61,63,55,70,97,325
M,BOGOTA,Estrato 4,62,67,62,64,82,326
M,CAUCA,Estrato 5,72,60,64,60,67,321
M,BOGOTA,Estrato 4,72,75,77,75,92,380
M,CALDAS,Estrato 6,54,60,59,53,79,291
M,BOGOTA,Estrato 4,70,73,76,72,76,365
F,CUNDINAMARCA,Estrato 5,64,62,64,65,80,325
F,VALLE,Estrato 4,61,59,57,66,68,307
F,CUNDINAMARCA,Estrato 4,62,75,69,72,85,353
M,VALLE,Estrato 5,59,49,39,50,57,249
F,VALLE,Estrato 4,73,73,75,77,76,373
M,VALLE,Estrato 4,65,54,55,61,65,296
M,ATLANTICO,Estrato 6,64,61,60,68,73,320
M,VALLE,Estrato 6,71,76,72,71,84,367
F,ATLANTICO,Estrato 6,74,83,82,76,100,402
M,ATLANTICO,Estrato 6,67,73,72,72,76,357
F,VALLE,-,84,76,71,71,88,382
F,VALLE,Estrato 2,60,45,57,51,57,268
F,VALLE,Estrato 5,53,51,57,50,67,269
F,VALLE,Estrato 2,65,67,59,67,51,317
M,VALLE,Estrato 3,70,61,68,62,73,329
M,ATLANTICO,Estrato 6,72,59,64,61,85,328
M,VALLE,Estrato 3,68,72,70,65,59,340
M,VALLE,Estrato 5,69,63,70,66,64,334
M,VALLE,Estrato 3,60,67,59,58,66,307
F,BOGOTA,Estrato 5,60,67,65,63,65,319
F,CAUCA,Estrato 4,58,63,59,59,50,295
M,VALLE,Estrato 1,44,47,35,48,25,210
M,ATLANTICO,Estrato 5,71,72,71,82,76,371
M,VALLE,Estrato 4,68,60,59,57,61,305
F,BOGOTA,Estrato 4,71,73,63,63,79,342
M,BOGOTA,Estrato 5,77,71,77,76,77,377
F,VALLE,Estrato 3,68,61,68,48,68,309
F,ATLANTICO,-,64,54,63,57,78,305
M,VALLE,Estrato 4,75,80,79,77,80,390
M,VALLE,Estrato 3,53,60,47,52,49,263
M,VALLE,Estrato 2,54,48,49,54,48,255
M,BOGOTA,Estrato 6,65,71,69,64,100,349
M,ANTIOQUIA,Estrato 3,57,55,60,60,69,294
M,VALLE,Estrato 4,49,38,49,49,44,230
F,BOGOTA,Estrato 6,66,66,66,60,72,325
F,CAUCA,Estrato 3,71,68,55,66,61,323
M,VALLE,Estrato 4,68,62,47,62,79,306
M,VALLE,Estrato 5,59,53,57,49,59,274
F,CUNDINAMARCA,Estrato 6,65,65,67,61,73,326
M,ANTIOQUIA,Estrato 6,67,68,66,57,79,328
F,VALLE,Estrato 3,67,78,81,80,82,385
F,VALLE,Estrato 4,39,41,46,46,29,210
M,SANTANDER,Estrato 4,73,75,77,83,100,394
F,CALDAS,Estrato 5,66,72,66,65,77,340
F,BOGOTA,Estrato 5,72,77,67,64,90,358
M,CALDAS,Estrato 6,62,77,74,63,72,346
M,CUNDINAMARCA,Estrato 6,67,74,75,77,100,377
M,ATLANTICO,Estrato 5,76,72,72,71,100,374
M,BOGOTA,Estrato 5,69,62,67,76,75,345
F,BOGOTA,Estrato 5,71,73,78,70,93,373
F,VALLE,Estrato 3,67,58,67,62,64,318
M,VALLE,Estrato 3,58,53,53,53,64,275
F,VALLE,Estrato 5,70,54,66,69,63,323
M,BOLIVAR,Estrato 4,76,74,79,78,80,385
F,BOGOTA,Estrato 4,56,51,59,59,76,289
M,BOGOTA,Estrato 5,73,77,73,69,78,367
M,VALLE,Estrato 2,54,58,51,48,35,257
M,VALLE,Estrato 6,67,68,71,68,83,348
F,BOGOTA,Sin Estrato,66,77,68,74,76,358
F,ANTIOQUIA,Estrato 6,51,51,49,42,64,247
M,BOGOTA,Estrato 6,70,73,69,83,84,373
F,VALLE,Estrato 5,66,79,76,59,76,352
M,VALLE,Estrato 3,54,62,62,62,64,302
F,BOGOTA,Estrato 5,66,66,63,67,85,335
M,BOGOTA,Estrato 6,71,78,77,70,76,371
M,VALLE,Estrato 4,71,72,72,84,92,380
F,VALLE,Estrato 4,63,57,54,61,59,294
F,VALLE,Estrato 4,70,54,72,67,72,331
F,ANTIOQUIA,Estrato 6,59,61,64,56,83,309
M,VALLE,Estrato 1,50,51,41,50,35,235
F,VALLE,Estrato 3,66,73,67,65,63,337
F,BOGOTA,Estrato 6,59,68,66,57,76,318
M,CALDAS,Estrato 6,79,80,71,82,79,390
M,BOGOTA,Estrato 5,73,77,79,75,100,389
F,VALLE,Estrato 3,53,53,61,55,57,278
F,VALLE,Estrato 6,63,52,61,59,74,300
F,CUNDINAMARCA,Estrato 5,43,46,44,46,68,233
F,BOGOTA,Estrato 4,66,67,76,72,93,360
F,VALLE,Estrato 3,52,41,40,49,52,230
M,VALLE,Estrato 5,72,76,81,82,80,390
M,VALLE,Estrato 1,61,74,69,58,63,327
F,CALDAS,Estrato 6,74,65,70,67,82,350
F,VALLE,Estrato 2,52,52,44,46,38,238
F,VALLE,Estrato 2,55,58,56,36,47,255
F,BOGOTA,Estrato 4,76,68,69,77,90,369
M,BOGOTA,Estrato 6,58,68,61,64,78,320
F,CUNDINAMARCA,Estrato 6,67,70,67,76,90,358
M,VALLE,Estrato 4,57,73,62,62,61,317
F,VALLE,Estrato 3,75,72,63,70,72,351
F,VALLE,Estrato 6,79,79,65,75,82,375
M,VALLE,Estrato 3,74,69,64,70,82,351
F,VALLE,Estrato 3,46,46,52,46,41,235
M,BOGOTA,Estrato 6,78,72,100,83,92,420
F,ANTIOQUIA,Estrato 5,69,72,64,70,76,347
M,VALLE,Estrato 5,54,38,45,45,61,233
F,VALLE,Estrato 3,55,45,52,52,44,252
F,VALLE,Estrato 3,41,32,45,39,47,199
F,VALLE,Estrato 6,61,71,73,67,75,343
M,VALLE,Estrato 2,57,50,60,55,53,277
F,VALLE,Estrato 5,63,52,52,55,83,288
M,VALLE,Estrato 2,55,46,35,41,41,220
F,VALLE,Estrato 4,56,60,61,59,66,298
F,VALLE,Estrato 1,68,74,65,72,58,344
M,BOLIVAR,Estrato 2,64,64,66,68,87,336
F,BOGOTA,Estrato 6,66,83,81,72,94,385
M,BOGOTA,Estrato 4,68,64,73,71,79,349
F,BOGOTA,Estrato 5,62,62,62,65,82,321
M,ATLANTICO,Estrato 6,58,58,66,44,70,288
F,VALLE,Estrato 4,71,79,73,65,68,358
M,CALDAS,Estrato 6,61,63,60,61,78,313
F,BOGOTA,Estrato 6,74,100,70,75,100,407
F,BOGOTA,Estrato 6,75,74,64,72,88,363
F,VALLE,Estrato 3,81,61,65,73,58,345
M,BOGOTA,Estrato 5,61,64,65,64,76,322
M,MAGDALENA,Estrato 4,55,69,61,53,72,302
M,SANTANDER,Estrato 4,79,100,81,82,90,429
M,VALLE,Estrato 5,63,58,60,63,42,298
F,VALLE,Estrato 4,100,76,71,75,88,405
M,VALLE,Estrato 3,43,43,35,27,50,190
F,NARIÑO,Estrato 3,72,67,73,77,77,363
F,VALLE,Estrato 2,67,55,60,70,65,316
F,ANTIOQUIA,Estrato 6,70,77,66,73,96,367
F,MAGDALENA,Estrato 6,64,71,66,70,89,347
M,BOGOTA,Estrato 4,67,78,69,66,81,354
F,ANTIOQUIA,Estrato 5,62,62,55,60,80,307
F,BOGOTA,Estrato 5,60,62,75,63,74,328
M,BOGOTA,Estrato 4,77,76,77,61,87,369
F,VALLE,Estrato 6,62,68,65,67,75,331
F,VALLE,Estrato 5,66,76,75,75,86,370
F,CESAR,Estrato 5,69,82,79,78,88,389
F,VALLE,Estrato 3,48,57,56,50,52,263
M,ANTIOQUIA,Estrato 6,72,78,80,76,90,388
M,VALLE,-,38,40,34,37,44,189
F,NARIÑO,Estrato 4,65,62,66,62,75,323
M,CAUCA,Estrato 4,59,45,51,48,58,257
M,VALLE,Estrato 3,56,43,52,44,39,240
F,CALDAS,Estrato 3,52,54,54,49,59,264
M,ANTIOQUIA,Estrato 4,77,81,79,85,90,406
F,VALLE,Estrato 2,60,61,55,61,58,296
M,VALLE,Estrato 2,71,67,72,66,71,346
M,VALLE,Estrato 2,63,59,60,59,63,302
M,VALLE,Estrato 6,71,74,71,67,87,360
M,BOGOTA,Estrato 4,58,58,59,54,74,293
M,VALLE,Estrato 3,52,54,61,50,65,275
F,VALLE,Estrato 3,53,56,60,58,58,284
M,BOGOTA,Estrato 4,63,65,77,77,88,359
M,BOGOTA,Estrato 4,34,42,41,41,30,194
F,VALLE,Estrato 6,68,65,61,66,73,328
F,VALLE,Estrato 4,68,62,66,65,79,332
M,VALLE,Estrato 2,55,58,50,43,47,256
M,BOGOTA,Estrato 5,70,66,65,70,100,351
F,ATLANTICO,Estrato 6,78,82,72,69,89,382
M,NARIÑO,Estrato 3,63,69,70,73,81,348
M,VALLE,Estrato 3,52,57,53,51,52,266
M,VALLE,-,55,53,46,54,40,255
M,BOGOTA,Estrato 5,71,80,68,74,85,371
M,BOGOTA,Estrato 3,73,75,71,79,86,377
M,VALLE,Estrato 4,47,53,59,52,64,268
M,BOGOTA,Estrato 5,76,69,69,82,86,375
F,VALLE,Estrato 6,78,69,75,76,76,373
F,BOGOTA,Estrato 6,65,67,64,61,89,331
M,BOGOTA,Estrato 5,71,100,82,79,87,417
M,BOGOTA,Estrato 5,73,68,73,78,87,370
F,VALLE,Estrato 2,72,63,65,63,56,325
F,VALLE,Estrato 3,73,63,67,68,80,343
F,ATLANTICO,Estrato 6,61,59,61,57,74,303
M,ATLANTICO,Estrato 5,63,61,69,70,73,332
M,BOGOTA,Sin Estrato,73,83,78,76,76,387
F,VALLE,Estrato 5,75,78,79,74,99,391
F,VALLE,-,63,60,63,59,82,314
F,BOGOTA,Estrato 6,72,71,72,68,85,359
M,BOGOTA,Estrato 4,56,59,61,53,75,293
F,BOGOTA,Estrato 4,65,74,73,73,96,366
F,BOGOTA,Estrato 6,62,64,59,65,75,317
F,VALLE,-,71,65,71,73,84,355
F,VALLE,Estrato 6,74,61,64,77,90,353
F,VALLE,Estrato 4,72,63,59,58,39,306
M,VALLE,Estrato 3,51,52,54,49,51,257
F,LA GUAJIRA,Estrato 3,70,64,66,68,87,343
M,VALLE,Estrato 3,59,64,65,48,66,298
M,BOGOTA,Estrato 6,67,82,69,81,83,377
F,VALLE,Estrato 3,53,61,60,50,60,282
F,VALLE,Estrato 5,72,78,84,82,77,394
F,VALLE,Estrato 6,57,63,64,58,89,313
M,VALLE,Estrato 2,44,33,30,45,39,190
M,ANTIOQUIA,Estrato 6,59,59,52,48,69,278
F,BOGOTA,Estrato 4,74,85,73,67,85,378
M,VALLE,Estrato 6,51,59,62,63,68,297
M,MAGDALENA,Estrato 3,71,70,73,73,82,363
M,BOGOTA,Estrato 5,77,82,81,100,85,425
F,ANTIOQUIA,Estrato 5,63,69,70,65,81,339
F,VALLE,Estrato 3,59,57,57,50,58,280
F,VALLE,Estrato 3,64,54,61,55,83,302
M,BOGOTA,Estrato 5,70,73,71,69,90,361
F,VALLE,Estrato 4,78,65,67,66,81,350
F,BOGOTA,Estrato 4,74,67,74,73,94,368
M,CAUCA,Estrato 1,46,55,51,40,59,244
M,VALLE,Estrato 5,55,65,63,73,63,320
F,VALLE,Estrato 3,55,45,54,50,56,257
F,VALLE,Estrato 3,68,59,58,65,46,306
F,BOGOTA,Estrato 6,71,77,77,77,85,381
F,VALLE,Estrato 5,58,57,64,62,61,302
M,VALLE,Estrato 3,60,53,60,61,60,293
F,VALLE,Estrato 2,46,45,48,44,38,226
M,BOGOTA,Estrato 4,81,75,74,79,78,387
M,VALLE,Estrato 4,58,69,58,61,71,311
M,VALLE,Estrato 4,66,66,63,62,75,325
F,CUNDINAMARCA,Estrato 5,78,65,71,69,95,363
F,VALLE,Estrato 3,55,47,52,52,54,258
M,VALLE,Estrato 4,49,52,66,46,53,266
M,VALLE,Estrato 5,48,44,42,47,55,230
M,VALLE,Estrato 3,48,49,46,52,41,241
M,VALLE,Estrato 5,67,72,73,71,86,360
F,BOGOTA,Estrato 6,60,66,63,63,84,323
F,VALLE,Estrato 3,49,42,56,48,50,244
F,VALLE,-,64,47,57,58,47,279
M,VALLE,Estrato 2,58,58,54,58,87,297
M,NARIÑO,Estrato 4,58,68,72,63,61,325
F,VALLE,Estrato 2,65,72,74,72,81,358
F,VALLE,Estrato 6,61,61,56,58,79,303
F,VALLE,Estrato 5,72,85,100,83,75,421
F,BOGOTA,Estrato 6,70,67,70,71,90,355
M,ANTIOQUIA,Estrato 5,60,55,58,52,68,286
M,VALLE,Estrato 2,62,57,66,63,66,312
M,ANTIOQUIA,-,73,88,72,81,98,400
M,VALLE,Estrato 4,57,76,70,63,62,331
F,VALLE,Estrato 2,44,39,40,45,33,207
M,BOGOTA,Estrato 5,63,70,61,59,75,321
F,VALLE,Estrato 3,37,29,41,19,39,160
M,CAUCA,-,64,63,55,59,50,297
F,VALLE,Estrato 4,66,58,68,70,60,325
F,CAUCA,Estrato 3,48,45,52,54,48,248
M,NARIÑO,Estrato 3,48,61,49,47,62,260
M,VALLE,Estrato 3,66,63,57,66,73,319
M,ATLANTICO,Estrato 6,63,62,66,67,80,328
F,VALLE,Estrato 3,63,69,67,60,67,325
M,ATLANTICO,Estrato 4,59,64,67,67,75,325
M,VALLE,Estrato 6,73,56,65,70,88,338
F,VALLE,Estrato 2,58,67,68,61,56,315
M,VALLE,Estrato 2,34,57,55,44,44,236
M,VALLE,Estrato 3,62,67,66,62,59,319
M,VALLE,Estrato 5,65,82,75,67,62,357
F,VALLE,Estrato 3,42,44,48,37,47,215
M,CAUCA,Estrato 6,71,74,80,73,100,382
F,VALLE,Estrato 3,60,55,60,56,64,291
F,BOGOTA,Estrato 6,72,76,76,75,92,380
M,RISARALDA,Estrato 5,73,78,100,80,97,419
F,VALLE,Estrato 3,58,60,60,67,54,303
F,BOGOTA,Estrato 5,66,71,57,66,77,330
M,BOGOTA,Estrato 4,68,71,73,64,82,350
M,ATLANTICO,Estrato 5,46,28,35,29,54,180
F,VALLE,Estrato 3,67,60,56,61,55,303
F,VALLE,Estrato 4,50,49,53,51,41,250
F,VALLE,Estrato 3,43,43,44,42,31,210
M,ANTIOQUIA,Estrato 4,72,59,54,62,91,320
M,VALLE,Estrato 4,52,52,51,55,58,265
F,BOGOTA,Estrato 5,62,71,67,61,98,339
M,ANTIOQUIA,Estrato 5,62,62,72,61,95,333
F,VALLE,Estrato 3,41,34,38,28,44,180
F,VALLE,Estrato 2,55,50,52,40,38,242
F,VALLE,Estrato 4,71,59,62,61,89,326
F,VALLE,Estrato 4,71,62,72,63,71,337
F,CAUCA,Estrato 4,62,63,62,65,53,311
F,ATLANTICO,Estrato 4,72,71,65,79,73,359
F,CAUCA,Estrato 3,55,44,45,35,36,220
M,RISARALDA,Estrato 6,78,100,83,75,84,420
M,VALLE,Estrato 3,55,56,56,58,42,276
F,VALLE,Estrato 4,48,64,62,55,52,284
F,VALLE,Estrato 5,58,69,66,57,63,313
M,CALDAS,Estrato 5,80,87,80,75,82,403
F,BOLIVAR,Estrato 6,65,72,74,75,93,366
F,VALLE,Estrato 3,56,55,51,48,57,264
M,CUNDINAMARCA,Estrato 5,64,64,64,61,75,321
M,BOGOTA,Estrato 6,75,75,73,76,89,379
M,VALLE,Estrato 3,49,44,33,47,40,215
F,ATLANTICO,Estrato 6,57,51,47,51,80,268
F,VALLE,Estrato 6,59,60,60,57,69,299
F,VALLE,Estrato 3,65,50,65,59,57,298
F,LA GUAJIRA,Estrato 4,61,51,61,48,77,285
M,CAUCA,Estrato 3,45,37,41,39,36,201
M,NARIÑO,Estrato 2,53,48,51,48,55,252
M,VALLE,Estrato 4,67,57,65,68,73,325
F,BOGOTA,Estrato 6,72,72,69,71,100,366
F,VALLE,Estrato 5,56,56,58,51,63,279
M,BOGOTA,Estrato 5,63,64,69,66,75,331
F,BOGOTA,Estrato 6,54,37,58,51,72,258
F,BOGOTA,Estrato 6,73,84,78,100,89,421
F,VALLE,Estrato 5,58,47,51,52,48,258
F,VALLE,Estrato 2,48,46,47,46,51,235
F,VALLE,Estrato 3,44,34,45,32,48,197
F,VALLE,Estrato 3,60,60,59,68,61,308
F,BOGOTA,Estrato 5,70,74,72,81,88,377
F,BOGOTA,Estrato 4,69,63,61,66,86,332
F,VALLE,Estrato 4,77,71,72,71,85,368
M,VALLE,Estrato 5,70,82,83,75,84,390
M,VALLE,Estrato 5,40,59,56,56,56,265
F,CALDAS,Estrato 6,82,89,100,83,100,447
F,BOGOTA,Estrato 3,65,73,53,70,73,329
F,BOGOTA,Estrato 6,74,56,66,65,83,333
F,VALLE,Estrato 2,65,58,62,65,64,313
F,CAUCA,Estrato 4,60,62,62,60,64,306
F,CAUCA,Estrato 1,50,48,52,62,38,259
M,ANTIOQUIA,Estrato 5,76,78,77,74,76,381
F,VALLE,Estrato 5,73,71,71,72,77,361
M,BOGOTA,Estrato 5,74,61,66,65,85,340
F,BOGOTA,Estrato 6,58,67,71,67,84,336
F,CALDAS,Estrato 5,74,74,78,100,74,405
F,BOGOTA,Estrato 6,72,71,83,74,80,377
F,BOGOTA,Estrato 6,80,75,71,66,90,372
M,VALLE,Estrato 3,53,59,61,64,54,294
M,VALLE,Estrato 3,63,60,66,63,65,316
F,CUNDINAMARCA,Estrato 5,77,78,76,76,93,390
M,NARIÑO,Estrato 3,63,78,74,61,71,346
F,BOGOTA,Estrato 3,71,79,72,73,87,374
F,VALLE,Sin Estrato,68,61,54,58,50,297
F,NARIÑO,Estrato 2,63,73,72,69,57,342
M,BOGOTA,Estrato 6,79,72,83,86,100,408
M,VALLE,Estrato 2,59,58,54,62,56,290
F,VALLE,Estrato 4,62,71,66,58,78,327
F,VALLE,Estrato 4,67,76,72,74,82,365
M,BOGOTA,Estrato 6,80,82,66,71,80,376
F,CAUCA,Estrato 5,76,76,82,75,100,395
F,BOGOTA,Estrato 5,64,69,67,60,85,333
M,VALLE,Estrato 5,61,63,47,70,73,306
M,VALLE,Estrato 3,59,49,49,54,58,266
M,ANTIOQUIA,Estrato 6,65,62,66,62,78,324
F,ANTIOQUIA,Estrato 6,63,61,69,76,79,341
M,BOGOTA,Estrato 6,64,79,71,74,75,361
F,VALLE,Estrato 3,54,61,59,53,62,286
M,VALLE,Estrato 3,63,59,60,60,62,303
F,VALLE,Estrato 3,53,54,49,56,49,263
M,ATLANTICO,Estrato 6,69,74,75,67,84,361
M,VALLE,Estrato 3,42,46,42,47,36,218
M,VALLE,-,64,58,69,66,66,322
F,VALLE,Estrato 4,61,75,60,60,71,323
M,BOGOTA,Estrato 4,63,71,78,72,95,364
M,VALLE,Estrato 2,68,67,72,67,70,343
F,ANTIOQUIA,Estrato 6,69,63,62,65,83,331
F,BOGOTA,Estrato 6,64,75,68,61,78,339
F,VALLE,Estrato 5,65,74,68,67,68,342
M,QUINDIO,Estrato 6,58,60,62,63,84,313
M,VALLE,Estrato 3,63,62,62,62,58,310
M,CUNDINAMARCA,Estrato 3,76,61,66,74,75,348
F,CAUCA,Estrato 3,65,59,53,56,63,293
M,BOLIVAR,-,77,82,73,66,78,374
F,BOGOTA,Estrato 6,68,70,70,71,86,355
M,BOGOTA,Estrato 4,72,67,73,67,88,356
F,NARIÑO,Estrato 3,53,53,57,45,57,262
M,BOGOTA,Estrato 6,62,75,71,69,83,352
F,VALLE,Estrato 3,61,64,55,60,51,297
M,BOGOTA,Estrato 5,56,72,68,74,82,343
M,VALLE,Estrato 2,63,51,61,61,40,288
M,MAGDALENA,-,66,63,64,67,79,330
M,VALLE,Estrato 3,51,60,58,49,50,271
F,VALLE,Estrato 2,51,56,41,50,52,248
M,VALLE,Estrato 3,55,36,55,50,69,253
F,VALLE,Estrato 3,56,52,42,55,59,259
M,BOGOTA,Estrato 4,72,74,71,70,90,366
F,VALLE,Estrato 5,51,50,48,52,48,250
M,VALLE,Estrato 3,62,64,62,63,54,310
M,VALLE,Estrato 2,52,59,73,68,64,315
F,BOGOTA,Estrato 4,63,71,71,69,77,346
M,VALLE,Estrato 6,69,84,77,78,87,389
F,BOGOTA,Estrato 3,71,66,64,63,80,335
M,VALLE,Estrato 5,79,75,82,78,83,394
F,VALLE,Estrato 3,79,70,68,64,77,354
M,VALLE,Estrato 5,55,49,40,46,63,243
